stop_number,city,country,state_province,lat,lng,timezone,utc_offset,utc_offset_rounded,utc_time,local_time,population,temperature_c,weather_condition,wind_speed_mps,wind_direction_deg,wind_gust_mps
42947,Springfield,United States,Pennsylvania,40.0986,-75.2016,America/New_York,-5,-5,2025-12-25 05:44:33,2025-12-25 00:44:33,20866,0.4,Overcast,0.14,90,1.11
42948,Upper Gwynedd,United States,Pennsylvania,40.2144,-75.2891,America/New_York,-5,-5,2025-12-25 05:44:34,2025-12-25 00:44:34,17112,0.1,Overcast,1.28,132,2.00
42949,Woodlyn,United States,Pennsylvania,39.8774,-75.3445,America/New_York,-5,-5,2025-12-25 05:44:34,2025-12-25 00:44:34,10276,0.1,Overcast,1.28,132,2.00
42950,Gloucester City,United States,New Jersey,39.8924,-75.1172,America/New_York,-5,-5,2025-12-25 05:44:35,2025-12-25 00:44:35,11465,0.4,Overcast,0.14,90,1.11
42951,Whitpain,United States,Pennsylvania,40.1578,-75.2769,America/New_York,-5,-5,2025-12-25 05:44:35,2025-12-25 00:44:35,20347,0.1,Overcast,1.28,132,2.00
42952,Haddon,United States,New Jersey,39.9063,-75.0625,America/New_York,-5,-5,2025-12-25 05:44:36,2025-12-25 00:44:36,15398,0.4,Overcast,0.14,90,1.11
42953,Croydon,United States,Pennsylvania,40.0911,-74.8975,America/New_York,-5,-5,2025-12-25 05:44:36,2025-12-25 00:44:36,9704,0.4,Overcast,0.14,90,1.11
42954,Gloucester,United States,New Jersey,39.7924,-75.0363,America/New_York,-5,-5,2025-12-25 05:44:37,2025-12-25 00:44:37,65961,0.4,Overcast,0.14,90,1.11
42955,Roslyn,United States,Pennsylvania,40.1311,-75.1374,America/New_York,-5,-5,2025-12-25 05:44:38,2025-12-25 00:44:38,10150,0.4,Overcast,0.14,90,1.11
42956,Lindenwold,United States,New Jersey,39.8173,-74.9898,America/New_York,-5,-5,2025-12-25 05:44:38,2025-12-25 00:44:38,21534,0.4,Overcast,0.14,90,1.11
42957,Mantua,United States,New Jersey,39.7618,-75.1686,America/New_York,-5,-5,2025-12-25 05:44:38,2025-12-25 00:44:38,15318,0.4,Overcast,0.14,90,1.11
42958,Levittown,United States,Pennsylvania,40.1533,-74.8531,America/New_York,-5,-5,2025-12-25 05:44:39,2025-12-25 00:44:39,50930,0.4,Overcast,0.14,90,1.11
42959,Upper Moreland,United States,Pennsylvania,40.1572,-75.1021,America/New_York,-5,-5,2025-12-25 05:44:40,2025-12-25 00:44:40,26053,0.4,Overcast,0.14,90,1.11
42960,Williamstown,United States,New Jersey,39.6874,-74.9786,America/New_York,-5,-5,2025-12-25 05:44:41,2025-12-25 00:44:41,14855,-0.1,Partly cloudy,1.50,96,3.31
42961,Lower Providence,United States,Pennsylvania,40.1485,-75.4266,America/New_York,-5,-5,2025-12-25 05:44:42,2025-12-25 00:44:42,25773,0.1,Overcast,1.28,132,2.00
42962,Ridley,United States,Pennsylvania,39.8854,-75.328,America/New_York,-5,-5,2025-12-25 05:44:42,2025-12-25 00:44:42,30822,0.1,Overcast,1.28,132,2.00
42963,Tredyffrin,United States,Pennsylvania,40.0663,-75.454,America/New_York,-5,-5,2025-12-25 05:44:43,2025-12-25 00:44:43,31822,0.1,Overcast,1.28,132,2.00
42964,Upper Dublin,United States,Pennsylvania,40.1502,-75.1813,America/New_York,-5,-5,2025-12-25 05:44:43,2025-12-25 00:44:43,26887,0.4,Overcast,0.14,90,1.11
42965,Voorhees,United States,New Jersey,39.845,-74.9549,America/New_York,-5,-5,2025-12-25 05:44:44,2025-12-25 00:44:44,31011,0.4,Overcast,0.14,90,1.11
42966,Springfield,United States,Pennsylvania,39.9281,-75.3362,America/New_York,-5,-5,2025-12-25 05:44:44,2025-12-25 00:44:44,24952,0.1,Overcast,1.28,132,2.00
42967,Lower Pottsgrove,United States,Pennsylvania,40.2537,-75.5975,America/New_York,-5,-5,2025-12-25 05:44:45,2025-12-25 00:44:45,12398,-0.1,Overcast,0.81,169,1.39
42968,Lower Merion,United States,Pennsylvania,40.0282,-75.2807,America/New_York,-5,-5,2025-12-25 05:44:46,2025-12-25 00:44:46,63903,0.1,Overcast,1.28,132,2.00
42969,Collingswood,United States,New Jersey,39.916,-75.0758,America/New_York,-5,-5,2025-12-25 05:44:46,2025-12-25 00:44:46,14163,0.4,Overcast,0.14,90,1.11
42970,Nether Providence,United States,Pennsylvania,39.8971,-75.3697,America/New_York,-5,-5,2025-12-25 05:44:46,2025-12-25 00:44:46,14442,0.1,Overcast,1.28,132,2.00
42971,Perkiomen,United States,Pennsylvania,40.2316,-75.4644,America/New_York,-5,-5,2025-12-25 05:44:47,2025-12-25 00:44:47,8958,0.1,Overcast,1.28,132,2.00
42972,Bellmawr,United States,New Jersey,39.8666,-75.0941,America/New_York,-5,-5,2025-12-25 05:44:48,2025-12-25 00:44:48,11678,0.4,Overcast,0.14,90,1.11
42973,Norristown,United States,Pennsylvania,40.1225,-75.3398,America/New_York,-5,-5,2025-12-25 05:44:49,2025-12-25 00:44:49,35782,0.1,Overcast,1.28,132,2.00
42974,Morrisville,United States,Pennsylvania,40.2074,-74.78,America/New_York,-5,-5,2025-12-25 05:44:49,2025-12-25 00:44:49,9740,0.4,Overcast,0.14,90,1.11
42975,Franconia,United States,Pennsylvania,40.3055,-75.359,America/New_York,-5,-5,2025-12-25 05:44:50,2025-12-25 00:44:50,13355,-0.1,Overcast,0.81,169,1.39
42976,Warminster,United States,Pennsylvania,40.2043,-75.0915,America/New_York,-5,-5,2025-12-25 05:44:51,2025-12-25 00:44:51,33484,0.4,Overcast,0.14,90,1.11
42977,Lower Southampton,United States,Pennsylvania,40.1541,-74.9903,America/New_York,-5,-5,2025-12-25 05:44:51,2025-12-25 00:44:51,20520,0.4,Overcast,0.14,90,1.11
42978,Lower Makefield,United States,Pennsylvania,40.2309,-74.855,America/New_York,-5,-5,2025-12-25 05:44:51,2025-12-25 00:44:51,33262,0.4,Overcast,0.14,90,1.11
42979,Trenton,United States,New Jersey,40.2237,-74.7641,America/New_York,-5,-5,2025-12-25 05:44:51,2025-12-25 00:44:51,362501,0.4,Overcast,0.14,90,1.11
42980,Cherry Hill,United States,New Jersey,39.9034,-74.9947,America/New_York,-5,-5,2025-12-25 05:44:52,2025-12-25 00:44:52,75641,0.4,Overcast,0.14,90,1.11
42981,Cherry Hill Mall,United States,New Jersey,39.9384,-75.0117,America/New_York,-5,-5,2025-12-25 05:44:52,2025-12-25 00:44:52,14827,0.4,Overcast,0.14,90,1.11
42982,Amity,United States,Pennsylvania,40.2905,-75.7477,America/New_York,-5,-5,2025-12-25 05:44:53,2025-12-25 00:44:53,13373,-0.1,Overcast,0.81,169,1.39
42983,Evesham,United States,New Jersey,39.8605,-74.8947,America/New_York,-5,-5,2025-12-25 05:44:55,2025-12-25 00:44:55,47612,0.4,Overcast,0.14,90,1.11
42984,Douglass,United States,Pennsylvania,40.3438,-75.5909,America/New_York,-5,-5,2025-12-25 05:44:56,2025-12-25 00:44:56,10668,-0.1,Overcast,0.81,169,1.39
42985,West Norriton,United States,Pennsylvania,40.1308,-75.3794,America/New_York,-5,-5,2025-12-25 05:44:57,2025-12-25 00:44:57,16204,0.1,Overcast,1.28,132,2.00
42986,Greentree,United States,New Jersey,39.8989,-74.9613,America/New_York,-5,-5,2025-12-25 05:44:57,2025-12-25 00:44:57,11024,0.4,Overcast,0.14,90,1.11
42987,Pitman,United States,New Jersey,39.7335,-75.1306,America/New_York,-5,-5,2025-12-25 05:44:58,2025-12-25 00:44:58,8834,-0.1,Partly cloudy,1.50,96,3.31
42988,Middletown,United States,Pennsylvania,40.179,-74.9059,America/New_York,-5,-5,2025-12-25 05:44:59,2025-12-25 00:44:59,45860,0.4,Overcast,0.14,90,1.11
42989,Moorestown,United States,New Jersey,39.9784,-74.9413,America/New_York,-5,-5,2025-12-25 05:44:59,2025-12-25 00:44:59,21411,0.4,Overcast,0.14,90,1.11
42990,Doylestown,United States,Pennsylvania,40.2962,-75.1393,America/New_York,-5,-5,2025-12-25 05:45:00,2025-12-25 00:45:00,17957,-1.0,Overcast,0.61,305,1.19
42991,Pine Hill,United States,New Jersey,39.7879,-74.9857,America/New_York,-5,-5,2025-12-25 05:45:01,2025-12-25 00:45:01,10762,0.4,Overcast,0.14,90,1.11
42992,Woodbury,United States,New Jersey,39.8379,-75.1524,America/New_York,-5,-5,2025-12-25 05:45:01,2025-12-25 00:45:01,9992,0.4,Overcast,0.14,90,1.11
42993,Lansdowne,United States,Pennsylvania,39.9408,-75.276,America/New_York,-5,-5,2025-12-25 05:45:01,2025-12-25 00:45:01,11064,0.1,Overcast,1.28,132,2.00
42994,Yeadon,United States,Pennsylvania,39.9325,-75.2527,America/New_York,-5,-5,2025-12-25 05:45:01,2025-12-25 00:45:01,12091,0.1,Overcast,1.28,132,2.00
42995,Lansdale,United States,Pennsylvania,40.2417,-75.2812,America/New_York,-5,-5,2025-12-25 05:45:02,2025-12-25 00:45:02,18865,0.1,Overcast,1.28,132,2.00
42996,Upper Makefield,United States,Pennsylvania,40.2941,-74.925,America/New_York,-5,-5,2025-12-25 05:45:02,2025-12-25 00:45:02,8829,-1.0,Overcast,0.61,305,1.19
42997,Upper Merion,United States,Pennsylvania,40.0902,-75.3791,America/New_York,-5,-5,2025-12-25 05:45:03,2025-12-25 00:45:03,34274,0.1,Overcast,1.28,132,2.00
42998,Hammonton,United States,New Jersey,39.6572,-74.7678,America/New_York,-5,-5,2025-12-25 05:45:04,2025-12-25 00:45:04,14746,-0.1,Partly cloudy,1.50,96,3.31
42999,Pennsauken,United States,New Jersey,39.9649,-75.0563,America/New_York,-5,-5,2025-12-25 05:45:05,2025-12-25 00:45:05,37089,0.4,Overcast,0.14,90,1.11
43000,Medford,United States,New Jersey,39.8639,-74.8231,America/New_York,-5,-5,2025-12-25 05:45:06,2025-12-25 00:45:06,24588,0.4,Overcast,0.14,90,1.11
43001,Ashland,United States,New Jersey,39.8782,-75.0085,America/New_York,-5,-5,2025-12-25 05:45:06,2025-12-25 00:45:06,9437,0.4,Overcast,0.14,90,1.11
43002,West Deptford,United States,New Jersey,39.8431,-75.1852,America/New_York,-5,-5,2025-12-25 05:45:06,2025-12-25 00:45:06,22296,0.4,Overcast,0.14,90,1.11
43003,Hatfield,United States,Pennsylvania,40.2758,-75.2895,America/New_York,-5,-5,2025-12-25 05:45:07,2025-12-25 00:45:07,18738,-0.1,Overcast,0.81,169,1.39
43004,Clayton,United States,New Jersey,39.6627,-75.0782,America/New_York,-5,-5,2025-12-25 05:45:08,2025-12-25 00:45:08,8867,-0.1,Partly cloudy,1.50,96,3.31
43005,Newtown,United States,Pennsylvania,39.992,-75.4106,America/New_York,-5,-5,2025-12-25 05:45:09,2025-12-25 00:45:09,15101,0.1,Overcast,1.28,132,2.00
43006,Darby,United States,Pennsylvania,39.921,-75.261,America/New_York,-5,-5,2025-12-25 05:45:09,2025-12-25 00:45:09,10664,0.1,Overcast,1.28,132,2.00
43007,Maple Shade,United States,New Jersey,39.952,-74.995,America/New_York,-5,-5,2025-12-25 05:45:10,2025-12-25 00:45:10,19970,0.4,Overcast,0.14,90,1.11
43008,Sanatoga,United States,Pennsylvania,40.2497,-75.5887,America/New_York,-5,-5,2025-12-25 05:45:11,2025-12-25 00:45:11,9048,0.1,Overcast,1.28,132,2.00
43009,King of Prussia,United States,Pennsylvania,40.0963,-75.3821,America/New_York,-5,-5,2025-12-25 05:45:11,2025-12-25 00:45:11,25025,0.1,Overcast,1.28,132,2.00
43010,Middletown,United States,Pennsylvania,39.9094,-75.4311,America/New_York,-5,-5,2025-12-25 05:45:11,2025-12-25 00:45:11,16503,0.1,Overcast,1.28,132,2.00
43011,Edgewater Park,United States,New Jersey,40.054,-74.9117,America/New_York,-5,-5,2025-12-25 05:45:12,2025-12-25 00:45:12,8949,0.4,Overcast,0.14,90,1.11
43012,Skippack,United States,Pennsylvania,40.2165,-75.419,America/New_York,-5,-5,2025-12-25 05:45:13,2025-12-25 00:45:13,14443,0.1,Overcast,1.28,132,2.00
43013,Easttown,United States,Pennsylvania,40.0281,-75.4403,America/New_York,-5,-5,2025-12-25 05:45:13,2025-12-25 00:45:13,11015,0.1,Overcast,1.28,132,2.00
43014,Springdale,United States,New Jersey,39.8769,-74.9724,America/New_York,-5,-5,2025-12-25 05:45:14,2025-12-25 00:45:14,15672,0.4,Overcast,0.14,90,1.11
43015,Cinnaminson,United States,New Jersey,40.0008,-74.993,America/New_York,-5,-5,2025-12-25 05:45:14,2025-12-25 00:45:14,17243,0.4,Overcast,0.14,90,1.11
43016,Northampton,United States,Pennsylvania,40.2104,-75.0014,America/New_York,-5,-5,2025-12-25 05:45:15,2025-12-25 00:45:15,39868,0.4,Overcast,0.14,90,1.11
43017,Willow Grove,United States,Pennsylvania,40.1469,-75.1174,America/New_York,-5,-5,2025-12-25 05:45:15,2025-12-25 00:45:15,13919,0.4,Overcast,0.14,90,1.11
43018,Kulpsville,United States,Pennsylvania,40.244,-75.3407,America/New_York,-5,-5,2025-12-25 05:45:15,2025-12-25 00:45:15,8990,0.1,Overcast,1.28,132,2.00
43019,Pottstown,United States,Pennsylvania,40.2508,-75.6445,America/New_York,-5,-5,2025-12-25 05:45:16,2025-12-25 00:45:16,23392,-0.1,Overcast,0.81,169,1.39
43020,Bala Cynwyd,United States,Pennsylvania,40.0116,-75.2283,America/New_York,-5,-5,2025-12-25 05:45:17,2025-12-25 00:45:17,9622,0.4,Overcast,0.14,90,1.11
43021,Schuylkill,United States,Pennsylvania,40.1086,-75.4982,America/New_York,-5,-5,2025-12-25 05:45:17,2025-12-25 00:45:17,8811,0.1,Overcast,1.28,132,2.00
43022,Upper Southampton,United States,Pennsylvania,40.1723,-75.0363,America/New_York,-5,-5,2025-12-25 05:45:18,2025-12-25 00:45:18,15199,0.4,Overcast,0.14,90,1.11
43023,East Norriton,United States,Pennsylvania,40.1506,-75.3364,America/New_York,-5,-5,2025-12-25 05:45:18,2025-12-25 00:45:18,14011,0.1,Overcast,1.28,132,2.00
43024,Cheltenham,United States,Pennsylvania,40.0781,-75.1382,America/New_York,-5,-5,2025-12-25 05:45:18,2025-12-25 00:45:18,38029,0.4,Overcast,0.14,90,1.11
43025,Camden,United States,New Jersey,39.9361,-75.1073,America/New_York,-5,-5,2025-12-25 05:45:19,2025-12-25 00:45:19,71471,0.4,Overcast,0.14,90,1.11
43026,Warrington,United States,Pennsylvania,40.2489,-75.158,America/New_York,-5,-5,2025-12-25 05:45:19,2025-12-25 00:45:19,25782,0.4,Overcast,0.14,90,1.11
43027,Broomall,United States,Pennsylvania,39.9688,-75.354,America/New_York,-5,-5,2025-12-25 05:45:20,2025-12-25 00:45:20,10684,0.1,Overcast,1.28,132,2.00
43028,Lower Gwynedd,United States,Pennsylvania,40.188,-75.2373,America/New_York,-5,-5,2025-12-25 05:45:20,2025-12-25 00:45:20,12124,0.4,Overcast,0.14,90,1.11
43029,Moorestown-Lenola,United States,New Jersey,39.9659,-74.9643,America/New_York,-5,-5,2025-12-25 05:45:21,2025-12-25 00:45:21,14523,0.4,Overcast,0.14,90,1.11
43030,Woolwich,United States,New Jersey,39.74,-75.317,America/New_York,-5,-5,2025-12-25 05:45:22,2025-12-25 00:45:22,13056,-0.5,Overcast,1.50,110,2.31
43031,Towamencin,United States,Pennsylvania,40.2417,-75.3387,America/New_York,-5,-5,2025-12-25 05:45:23,2025-12-25 00:45:23,17980,0.1,Overcast,1.28,132,2.00
43032,Exeter,United States,Pennsylvania,40.3139,-75.834,America/New_York,-5,-5,2025-12-25 05:45:23,2025-12-25 00:45:23,25488,-0.3,Overcast,0.33,153,1.50
43033,Delran,United States,New Jersey,40.017,-74.9495,America/New_York,-5,-5,2025-12-25 05:45:25,2025-12-25 00:45:25,17937,0.4,Overcast,0.14,90,1.11
43034,Marple,United States,Pennsylvania,39.9654,-75.3657,America/New_York,-5,-5,2025-12-25 05:45:25,2025-12-25 00:45:25,24130,0.1,Overcast,1.28,132,2.00
43035,Chester,United States,Pennsylvania,39.8456,-75.3718,America/New_York,-5,-5,2025-12-25 05:45:26,2025-12-25 00:45:26,33209,0.1,Overcast,1.28,132,2.00
43036,Upper Darby,United States,Pennsylvania,39.949,-75.2891,America/New_York,-5,-5,2025-12-25 05:45:26,2025-12-25 00:45:26,85190,0.1,Overcast,1.28,132,2.00
43037,New Hanover,United States,Pennsylvania,40.3145,-75.5566,America/New_York,-5,-5,2025-12-25 05:45:27,2025-12-25 00:45:27,13276,-0.1,Overcast,0.81,169,1.39
43038,Fairless Hills,United States,Pennsylvania,40.1783,-74.8524,America/New_York,-5,-5,2025-12-25 05:45:28,2025-12-25 00:45:28,8985,0.4,Overcast,0.14,90,1.11
43039,Aston,United States,Pennsylvania,39.8719,-75.4349,America/New_York,-5,-5,2025-12-25 05:45:29,2025-12-25 00:45:29,16690,0.1,Overcast,1.28,132,2.00
43040,Waterford,United States,New Jersey,39.7415,-74.8207,America/New_York,-5,-5,2025-12-25 05:45:30,2025-12-25 00:45:30,10416,-0.1,Partly cloudy,1.50,96,3.31
43041,Sicklerville,United States,New Jersey,39.7452,-74.9934,America/New_York,-5,-5,2025-12-25 05:45:30,2025-12-25 00:45:30,44500,-0.1,Partly cloudy,1.50,96,3.31
43042,Audubon,United States,New Jersey,39.8906,-75.0722,America/New_York,-5,-5,2025-12-25 05:45:30,2025-12-25 00:45:30,8699,0.4,Overcast,0.14,90,1.11
43043,Winslow,United States,New Jersey,39.7027,-74.9029,America/New_York,-5,-5,2025-12-25 05:45:31,2025-12-25 00:45:31,39899,-0.1,Partly cloudy,1.50,96,3.31
43044,Radnor,United States,Pennsylvania,40.0287,-75.3675,America/New_York,-5,-5,2025-12-25 05:45:32,2025-12-25 00:45:32,33466,0.1,Overcast,1.28,132,2.00
43045,Audubon,United States,Pennsylvania,40.1304,-75.428,America/New_York,-5,-5,2025-12-25 05:45:32,2025-12-25 00:45:32,9014,0.1,Overcast,1.28,132,2.00
43046,Haverford,United States,Pennsylvania,39.9868,-75.3164,America/New_York,-5,-5,2025-12-25 05:45:32,2025-12-25 00:45:32,50465,0.1,Overcast,1.28,132,2.00
43047,Ardmore,United States,Pennsylvania,40.0033,-75.2947,America/New_York,-5,-5,2025-12-25 05:45:32,2025-12-25 00:45:32,14165,0.1,Overcast,1.28,132,2.00
43048,Lower Moreland,United States,Pennsylvania,40.1346,-75.0542,America/New_York,-5,-5,2025-12-25 05:45:33,2025-12-25 00:45:33,13997,0.4,Overcast,0.14,90,1.11
43049,Falls,United States,Pennsylvania,40.1686,-74.7915,America/New_York,-5,-5,2025-12-25 05:45:33,2025-12-25 00:45:33,34548,0.4,Overcast,0.14,90,1.11
43050,Conshohocken,United States,Pennsylvania,40.0772,-75.3034,America/New_York,-5,-5,2025-12-25 05:45:34,2025-12-25 00:45:34,9235,0.1,Overcast,1.28,132,2.00
43051,Worcester,United States,Pennsylvania,40.1899,-75.3522,America/New_York,-5,-5,2025-12-25 05:45:34,2025-12-25 00:45:34,10588,0.1,Overcast,1.28,132,2.00
43052,Warwick,United States,Pennsylvania,40.2503,-75.0818,America/New_York,-5,-5,2025-12-25 05:45:34,2025-12-25 00:45:34,14817,-1.0,Overcast,0.61,305,1.19
43053,Horsham,United States,Pennsylvania,40.1993,-75.1665,America/New_York,-5,-5,2025-12-25 05:45:35,2025-12-25 00:45:35,26699,0.4,Overcast,0.14,90,1.11
43054,Philadelphia,United States,Pennsylvania,40.0077,-75.1339,America/New_York,-5,-5,2025-12-25 05:45:35,2025-12-25 00:45:35,5696588,0.4,Overcast,0.14,90,1.11
43055,Bristol,United States,Pennsylvania,40.1216,-74.8667,America/New_York,-5,-5,2025-12-25 05:45:35,2025-12-25 00:45:35,54153,0.4,Overcast,0.14,90,1.11
43056,Whitemarsh,United States,Pennsylvania,40.104,-75.2483,America/New_York,-5,-5,2025-12-25 05:45:36,2025-12-25 00:45:36,19800,0.4,Overcast,0.14,90,1.11
43057,Cumru,United States,Pennsylvania,40.2811,-75.9544,America/New_York,-5,-5,2025-12-25 05:45:37,2025-12-25 00:45:37,15626,-0.3,Overcast,0.33,153,1.50
43058,Echelon,United States,New Jersey,39.8482,-74.9957,America/New_York,-5,-5,2025-12-25 05:45:39,2025-12-25 00:45:39,13577,0.4,Overcast,0.14,90,1.11
43059,Willingboro,United States,New Jersey,40.028,-74.8882,America/New_York,-5,-5,2025-12-25 05:45:39,2025-12-25 00:45:39,31944,0.4,Overcast,0.14,90,1.11
43060,Collingdale,United States,Pennsylvania,39.9151,-75.2776,America/New_York,-5,-5,2025-12-25 05:45:40,2025-12-25 00:45:40,8862,0.1,Overcast,1.28,132,2.00
43061,Marlton,United States,New Jersey,39.9014,-74.9294,America/New_York,-5,-5,2025-12-25 05:45:40,2025-12-25 00:45:40,10473,0.4,Overcast,0.14,90,1.11
43062,Haddonfield,United States,New Jersey,39.8955,-75.0346,America/New_York,-5,-5,2025-12-25 05:45:40,2025-12-25 00:45:40,12502,0.4,Overcast,0.14,90,1.11
43063,Glassboro,United States,New Jersey,39.7014,-75.1113,America/New_York,-5,-5,2025-12-25 05:45:41,2025-12-25 00:45:41,23375,-0.1,Partly cloudy,1.50,96,3.31
43064,Harleysville,United States,Pennsylvania,40.2792,-75.3873,America/New_York,-5,-5,2025-12-25 05:45:42,2025-12-25 00:45:42,9034,-0.1,Overcast,0.81,169,1.39
43065,Phoenixville,United States,Pennsylvania,40.1359,-75.5201,America/New_York,-5,-5,2025-12-25 05:45:42,2025-12-25 00:45:42,19062,0.1,Overcast,1.28,132,2.00
43066,Mount Laurel,United States,New Jersey,39.9483,-74.9047,America/New_York,-5,-5,2025-12-25 05:45:43,2025-12-25 00:45:43,45427,0.4,Overcast,0.14,90,1.11
43067,Westmont,United States,New Jersey,39.9082,-75.0551,America/New_York,-5,-5,2025-12-25 05:45:43,2025-12-25 00:45:43,13870,0.4,Overcast,0.14,90,1.11
43068,Village Green-Green Ridge,United States,Pennsylvania,39.8639,-75.4257,America/New_York,-5,-5,2025-12-25 05:45:44,2025-12-25 00:45:44,8725,0.1,Overcast,1.28,132,2.00
43069,Montgomeryville,United States,Pennsylvania,40.2502,-75.2405,America/New_York,-5,-5,2025-12-25 05:45:45,2025-12-25 00:45:45,13572,-1.0,Overcast,0.61,305,1.19
43070,Coatesville,United States,Pennsylvania,39.9849,-75.82,America/New_York,-5,-5,2025-12-25 05:45:46,2025-12-25 00:45:46,13323,-0.6,Overcast,2.22,121,3.81
43071,New Garden,United States,Pennsylvania,39.8119,-75.7517,America/New_York,-5,-5,2025-12-25 05:45:46,2025-12-25 00:45:46,11423,-0.6,Overcast,2.22,121,3.81
43072,East Nottingham,United States,Pennsylvania,39.7621,-75.9705,America/New_York,-5,-5,2025-12-25 05:45:46,2025-12-25 00:45:46,9022,-0.6,Overcast,2.22,121,3.81
43073,West Caln,United States,Pennsylvania,40.0237,-75.8866,America/New_York,-5,-5,2025-12-25 05:45:47,2025-12-25 00:45:47,8938,-0.6,Overcast,2.22,121,3.81
43074,London Grove,United States,Pennsylvania,39.8327,-75.8155,America/New_York,-5,-5,2025-12-25 05:45:47,2025-12-25 00:45:47,8884,-0.6,Overcast,2.22,121,3.81
43075,Salisbury,United States,Pennsylvania,40.038,-75.9961,America/New_York,-5,-5,2025-12-25 05:45:48,2025-12-25 00:45:48,11487,-0.6,Overcast,2.22,121,3.81
43076,Edgewood,United States,Maryland,39.419,-76.2964,America/New_York,-5,-5,2025-12-25 05:45:49,2025-12-25 00:45:49,25170,2.8,Overcast,2.36,94,3.50
43077,Cape St. Claire,United States,Maryland,39.0433,-76.4471,America/New_York,-5,-5,2025-12-25 05:45:50,2025-12-25 00:45:50,9016,3.9,Overcast,1.89,92,3.19
43078,Pasadena,United States,Maryland,39.1552,-76.5537,America/New_York,-5,-5,2025-12-25 05:45:50,2025-12-25 00:45:50,32717,3.9,Overcast,1.89,92,3.19
43079,Arnold,United States,Maryland,39.0437,-76.4974,America/New_York,-5,-5,2025-12-25 05:45:50,2025-12-25 00:45:50,23866,3.9,Overcast,1.89,92,3.19
43080,Stevensville,United States,Maryland,38.9745,-76.3184,America/New_York,-5,-5,2025-12-25 05:45:51,2025-12-25 00:45:51,8693,3.9,Overcast,1.89,92,3.19
43081,Riviera Beach,United States,Maryland,39.1623,-76.5257,America/New_York,-5,-5,2025-12-25 05:45:51,2025-12-25 00:45:51,12608,3.9,Overcast,1.89,92,3.19
43082,Edgemere,United States,Maryland,39.2273,-76.459,America/New_York,-5,-5,2025-12-25 05:45:51,2025-12-25 00:45:51,8778,3.9,Overcast,1.89,92,3.19
43083,Dundalk,United States,Maryland,39.2704,-76.4942,America/New_York,-5,-5,2025-12-25 05:45:51,2025-12-25 00:45:51,65441,2.8,Overcast,2.36,94,3.50
43084,Joppatowne,United States,Maryland,39.4181,-76.3516,America/New_York,-5,-5,2025-12-25 05:45:52,2025-12-25 00:45:52,13397,2.8,Overcast,2.36,94,3.50
43085,Essex,United States,Maryland,39.3021,-76.4449,America/New_York,-5,-5,2025-12-25 05:45:52,2025-12-25 00:45:52,40670,2.8,Overcast,2.36,94,3.50
43086,Lake Shore,United States,Maryland,39.103,-76.4876,America/New_York,-5,-5,2025-12-25 05:45:52,2025-12-25 00:45:52,18263,3.9,Overcast,1.89,92,3.19
43087,Havre de Grace,United States,Maryland,39.548,-76.1146,America/New_York,-5,-5,2025-12-25 05:45:53,2025-12-25 00:45:53,14857,1.6,Overcast,2.36,90,3.89
43088,Honeygo,United States,Maryland,39.4055,-76.4282,America/New_York,-5,-5,2025-12-25 05:45:54,2025-12-25 00:45:54,12022,2.8,Overcast,2.36,94,3.50
43089,Middle River,United States,Maryland,39.3436,-76.4253,America/New_York,-5,-5,2025-12-25 05:45:54,2025-12-25 00:45:54,31616,2.8,Overcast,2.36,94,3.50
43090,Aberdeen,United States,Maryland,39.5151,-76.1733,America/New_York,-5,-5,2025-12-25 05:45:54,2025-12-25 00:45:54,16831,1.6,Overcast,2.36,90,3.89
43091,Easton,United States,Maryland,38.776,-76.0701,America/New_York,-5,-5,2025-12-25 05:45:56,2025-12-25 00:45:56,17202,2.5,Overcast,2.72,96,4.39
43092,Cambridge,United States,Maryland,38.5515,-76.0787,America/New_York,-5,-5,2025-12-25 05:45:56,2025-12-25 00:45:56,13094,3.2,Overcast,2.36,78,3.69
43093,Lexington Park,United States,Maryland,38.2528,-76.4424,America/New_York,-5,-5,2025-12-25 05:45:57,2025-12-25 00:45:57,13419,4.3,Overcast,2.67,106,4.50
43094,California,United States,Maryland,38.2969,-76.4949,America/New_York,-5,-5,2025-12-25 05:45:57,2025-12-25 00:45:57,13223,4.3,Overcast,2.67,106,4.50
43095,Chesapeake Ranch Estates,United States,Maryland,38.3574,-76.4147,America/New_York,-5,-5,2025-12-25 05:45:57,2025-12-25 00:45:57,9307,4.3,Overcast,2.67,106,4.50
43096,Salisbury,United States,Maryland,38.3756,-75.5865,America/New_York,-5,-5,2025-12-25 05:45:59,2025-12-25 00:45:59,80352,2.0,Overcast,1.86,88,3.11
43097,Ocean Pines,United States,Maryland,38.3851,-75.1487,America/New_York,-5,-5,2025-12-25 05:45:59,2025-12-25 00:45:59,12028,3.0,Mainly clear,1.83,47,3.19
43098,Milford,United States,Delaware,38.9091,-75.4227,America/New_York,-5,-5,2025-12-25 05:46:00,2025-12-25 00:46:00,12193,1.0,Overcast,1.86,96,3.19
43099,West Bradford,United States,Pennsylvania,39.9633,-75.716,America/New_York,-5,-5,2025-12-25 05:46:02,2025-12-25 00:46:02,14520,0.1,Overcast,1.28,132,2.00
43100,Wilmington,United States,Delaware,39.7415,-75.5416,America/New_York,-5,-5,2025-12-25 05:46:03,2025-12-25 00:46:03,71124,-0.5,Overcast,1.50,110,2.31
